ORIG_CD;DEST_CD;MILES;O&D
AAX;GYN;251;AAX-GYN
THR;KHY;398;THR-KHY
YNY;DLC;391;YNY-DLC
ATM;CAC;1505;ATM-CAC
MAB;MGF;1266;MAB-MGF
PHB;NAT;481;PHB-NAT
TXF;GIG;433;TXF-GIG
BEL;FLL;2824;BEL-FLL
TJL;CKS;1017;TJL-CKS
HTY;SAW;487;HTY-SAW
YYZ;PDL;2792;YYZ-PDL
MAB;AJU;912;MAB-AJU
PER;BKK;3319;PER-BKK
SJO;DEN;2411;SJO-DEN
ADU;THR;242;ADU-THR
PMI;BGO;1438;PMI-BGO
SUF;DUS;971;SUF-DUS
UME;PRG;973;UME-PRG
PDP;IMP;2084;PDP-IMP
KHN;SJW;652;KHN-SJW
BNA;PNS;391;BNA-PNS
SEA;PSP;987;SEA-PSP
CKG;CAN;604;CKG-CAN
KOI;GLA;220;KOI-GLA
WAW;DXB;2589;WAW-DXB
PVK;EFL;58;PVK-EFL
LYA;DLC;583;LYA-DLC
CAU;UDI;1101;CAU-UDI
DPS;BKI;1011;DPS-BKI
MAA;DXB;1826;MAA-DXB
NRT;DME;4667;NRT-DME
PFB;MCZ;1682;PFB-MCZ
BOM;DXB;1201;BOM-DXB
BGX;RIA;146;BGX-RIA
TRO;GFN;149;TRO-GFN
JTC;PMG;427;JTC-PMG
DEN;SLC;391;DEN-SLC
MLU;LIM;3218;MLU-LIM
FLL;FEN;3784;FLL-FEN
FRA;IST;1169;FRA-IST
GYN;AAX;251;GYN-AAX
SRE;VVI;171;SRE-VVI
CVM;TAM;119;CVM-TAM
CAC;ATM;1505;CAC-ATM
MGF;MAB;1266;MGF-MAB
FSZ;ICN;664;FSZ-ICN
PRG;SVX;1929;PRG-SVX
FLL;BEL;2824;FLL-BEL
BVB;JDO;1547;BVB-JDO
SAW;HTY;487;SAW-HTY
ELP;SAT;495;ELP-SAT
ABV;ADD;2154;ABV-ADD
ATL;SJO;1632;ATL-SJO
NAP;TLS;688;NAP-TLS
THR;ADU;242;THR-ADU
MEM;SAT;624;MEM-SAT
BOS;POA;5136;BOS-POA
TLS;ZRH;437;TLS-ZRH
GPS;GYE;729;GPS-GYE
SJW;KHN;652;SJW-KHN
PNS;BNA;391;PNS-BNA
ALB;GYE;3114;ALB-GYE
NOU;NRT;4333;NOU-NRT
ELM;EWR;173;ELM-EWR
DAV;AUS;1796;DAV-AUS
ARN;MIA;4975;ARN-MIA
GLK;MGQ;359;GLK-MGQ
UDI;CAU;1101;UDI-CAU
LIM;MEX;2649;LIM-MEX
LYR;TOS;591;LYR-TOS
AUS;MCO;994;AUS-MCO
PPB;ROO;442;PPB-ROO
DXB;BOM;1201;DXB-BOM
RIA;BGX;146;RIA-BGX
ESU;RAK;98;ESU-RAK
PMG;JTC;427;PMG-JTC
SLC;DEN;391;SLC-DEN
MGA;CLT;1622;MGA-CLT
LIS;PDL;901;LIS-PDL
IST;FRA;1169;IST-FRA
KVD;SVX;1283;KVD-SVX
VVI;SRE;171;VVI-SRE
GIG;IAH;5016;GIG-IAH
RUH;SIN;4143;RUH-SIN
CRP;CTG;1862;CRP-CTG
ICN;FSZ;664;ICN-FSZ
SVX;PRG;1929;SVX-PRG
CLY;GVA;289;CLY-GVA
JDO;BVB;1547;JDO-BVB
IGU;ROO;623;IGU-ROO
SAT;ELP;495;SAT-ELP
ADD;ABV;2154;ADD-ABV
SJO;ATL;1632;SJO-ATL
TLS;NAP;0;TLS-NAP
FUE;NCL;1933;FUE-NCL
SAT;MEM;624;SAT-MEM
POA;BOS;5136;POA-BOS
ZRH;TLS;437;ZRH-TLS
GYE;GPS;729;GYE-GPS
MED;SHJ;992;MED-SHJ
SJO;DTW;2219;SJO-DTW
IGU;URG;328;IGU-URG
NRT;NOU;4333;NRT-NOU
EWR;ELM;173;EWR-ELM
PPB;SMT;727;PPB-SMT
MIA;ARN;4975;MIA-ARN
MGQ;GLK;359;MGQ-GLK
DUB;TFS;1830;DUB-TFS
MEX;LIM;2649;MEX-LIM
TOS;LYR;591;TOS-LYR
MCO;AUS;994;MCO-AUS
ROO;PPB;442;ROO-PPB
AJU;SJP;1063;AJU-SJP
YPW;YVR;74;YPW-YVR
NCL;PFO;2142;NCL-PFO
CAU;UMU;1570;CAU-UMU
AER;MXP;1540;AER-MXP
BIO;OSL;1306;BIO-OSL
PDL;LIS;901;PDL-LIS
DCA;SAN;2276;DCA-SAN
SVX;KVD;0;SVX-KVD
PKE;SYD;178;PKE-SYD
IAH;GIG;5016;IAH-GIG
SIN;RUH;4143;SIN-RUH
CTG;CRP;1862;CTG-CRP
SCL;ROC;5283;SCL-ROC
GVR;RIA;1048;GVR-RIA
GVA;CLY;289;GVA-CLY
AAX;OAL;1113;AAX-OAL
ROO;IGU;623;ROO-IGU
CCC;CFG;135;CCC-CFG
EGC;LGW;438;EGC-LGW
BLZ;NBO;996;BLZ-NBO
MNI;NEV;39;MNI-NEV
NCL;FUE;1933;NCL-FUE
BKO;COO;826;BKO-COO
NRT;ROR;1996;NRT-ROR
MBA;MXP;3910;MBA-MXP
HOG;MEX;1481;HOG-MEX
SHJ;MED;992;SHJ-MED
DSN;HRB;934;DSN-HRB
URG;IGU;328;URG-IGU
FLL;ORY;4558;FLL-ORY
BCN;HRK;1744;BCN-HRK
SMT;PPB;727;SMT-PPB
PTY;AEX;1750;PTY-AEX
MVD;SEA;6992;MVD-SEA
TFS;DUB;1830;TFS-DUB
CWB;MIA;4096;CWB-MIA
MAD;NTE;471;MAD-NTE
BYO;GEL;508;BYO-GEL
ESB;NAJ;666;ESB-NAJ
SJP;AJU;1063;SJP-AJU
YVR;YPW;74;YVR-YPW
PFO;NCL;2142;PFO-NCL
UMU;CAU;1570;UMU-CAU
MXP;AER;1540;MXP-AER
OSL;BIO;1306;OSL-BIO
MBA;YVA;585;MBA-YVA
SAN;DCA;2276;SAN-DCA
KLU;TXL;412;KLU-TXL
SYD;PKE;178;SYD-PKE
PVH;STM;763;PVH-STM
GYN;LAX;5727;GYN-LAX
OMA;PHX;1036;OMA-PHX
DAM;DXB;1265;DAM-DXB
RIA;GVR;1048;RIA-GVR
AUA;PUJ;431;AUA-PUJ
OAL;AAX;1113;OAL-AAX
LAN;SBN;115;LAN-SBN
AMS;SVG;456;AMS-SVG
LGW;EGC;438;LGW-EGC
NBO;BLZ;996;NBO-BLZ
IPN;RAO;361;IPN-RAO
CAN;CGK;2072;CAN-CGK
COO;BKO;826;COO-BKO
ROR;NRT;1996;ROR-NRT
MXP;MBA;3910;MXP-MBA
MEX;HOG;1481;MEX-HOG
YKL;YWK;132;YKL-YWK
HRB;DSN;934;HRB-DSN
ADQ;KWP;39;ADQ-KWP
ORY;FLL;4558;ORY-FLL
HRK;BCN;1744;HRK-BCN
FRA;KVA;984;FRA-KVA
COS;GIG;5811;COS-GIG
CMG;FEN;2000;CMG-FEN
DFW;PIA;672;DFW-PIA
MIA;CWB;4095;MIA-CWB
NTE;MAD;471;NTE-MAD
GEL;BYO;508;GEL-BYO
NAJ;ESB;666;NAJ-ESB
JOI;MVF;1640;JOI-MVF
LAS;SAN;258;LAS-SAN
MAO;SNU;2211;MAO-SNU
BRA;ROS;1754;BRA-ROS
LIG;NTE;0;LIG-NTE
POA;PUJ;3530;POA-PUJ
YVA;MBA;585;YVA-MBA
JNB;SHO;207;JNB-SHO
TXL;KLU;412;TXL-KLU
ABZ;GRQ;447;ABZ-GRQ
STM;PVH;763;STM-PVH
LAX;GYN;5727;LAX-GYN
PHX;OMA;1036;PHX-OMA
DXB;DAM;1265;DXB-DAM
DTW;EZE;5529;DTW-EZE
PUJ;AUA;432;PUJ-AUA
LIN;REG;606;LIN-REG
SBN;LAN;115;SBN-LAN
SVG;AMS;456;SVG-AMS
MVD;TJL;1009;MVD-TJL
CYO;SCU;386;CYO-SCU
RAO;IPN;361;RAO-IPN
CGK;CAN;2072;CGK-CAN
DOL;HER;1591;DOL-HER
DOM;SXM;209;DOM-SXM
GVR;PGZ;679;GVR-PGZ
AMS;GUW;2097;AMS-GUW
YWK;YKL;132;YWK-YKL
GYN;OPO;4765;GYN-OPO
KWP;ADQ;39;KWP-ADQ
PEK;YUS;1190;PEK-YUS
CDG;TNG;1014;CDG-TNG
KVA;FRA;984;KVA-FRA
LYI;PEK;352;LYI-PEK
FEN;CMG;2000;FEN-CMG
PIA;DFW;672;PIA-DFW
BIL;SDY;244;BIL-SDY
BGA;SNU;1149;BGA-SNU
SYX;TSN;1529;SYX-TSN
KRR;SAW;566;KRR-SAW
MVF;JOI;1640;MVF-JOI
SAN;LAS;258;SAN-LAS
SNU;MAO;2211;SNU-MAO
ROS;BRA;1754;ROS-BRA
NTE;LIG;160;NTE-LIG
PUJ;POA;3530;PUJ-POA
DUB;MCO;4064;DUB-MCO
SHO;JNB;207;SHO-JNB
IST;LGW;1557;IST-LGW
GRQ;ABZ;447;GRQ-ABZ
PEK;URC;1531;PEK-URC
AAL;KEF;1189;AAL-KEF
GVR;IGU;923;GVR-IGU
KBP;LHR;1360;KBP-LHR
EZE;DTW;5529;EZE-DTW
NAT;VIX;1054;NAT-VIX
REG;LIN;606;REG-LIN
ABZ;HUY;261;ABZ-HUY
ESB;MLX;297;ESB-MLX
TJL;MVD;1009;TJL-MVD
JPR;SJK;1355;JPR-SJK
MAB;SLZ;389;MAB-SLZ
ORY;FRA;292;ORY-FRA
HER;DOL;1591;HER-DOL
SXM;DOM;209;SXM-DOM
PGZ;GVR;679;PGZ-GVR
GUW;AMS;2097;GUW-AMS
NAY;SJW;138;NAY-SJW
OPO;GYN;4765;OPO-GYN
PFB;SJP;545;PFB-SJP
YUS;PEK;1190;YUS-PEK
TNG;CDG;1014;TNG-CDG
SCO;TBS;347;SCO-TBS
PEK;LYI;352;PEK-LYI
RAK;TLS;975;RAK-TLS
CNF;YYZ;4908;CNF-YYZ
SDY;BIL;244;SDY-BIL
SNU;BGA;1149;SNU-BGA
TSN;SYX;1529;TSN-SYX
SAW;KRR;566;SAW-KRR
RTM;VIE;598;RTM-VIE
ROC;TPA;1080;ROC-TPA
LHR;SFO;5368;LHR-SFO
LBA;PMI;1010;LBA-PMI
OSL;TLV;2230;OSL-TLV
HAJ;CHQ;1368;HAJ-CHQ
MCO;DUB;4064;MCO-DUB
BVH;CXJ;1275;BVH-CXJ
LGW;IST;1557;LGW-IST
GYD;KOO;3479;GYD-KOO
URC;PEK;1531;URC-PEK
KEF;AAL;1189;KEF-AAL
IGU;GVR;923;IGU-GVR
LHR;KBP;1360;LHR-KBP
YGL;YPX;442;YGL-YPX
VIX;NAT;1054;VIX-NAT
BHM;LAS;1614;BHM-LAS
HUY;ABZ;261;HUY-ABZ
MLX;ESB;297;MLX-ESB
BRA;UMU;976;BRA-UMU
SJK;JPR;1355;SJK-JPR
SLZ;MAB;389;SLZ-MAB
BUE;GRU;1055;BUE-GRU
KTE;SZB;157;KTE-SZB
NIU;KKR;9694;NIU-KKR
PML;KSR;6702;PML-KSR
CLO;GEO;1266;CLO-GEO
SJW;NAY;138;SJW-NAY
BHS;OAG;30;BHS-OAG
SJP;PFB;545;SJP-PFB
YOW;ASU;4989;YOW-ASU
DME;KUL;5052;DME-KUL
TBS;SCO;347;TBS-SCO
FCO;JSI;619;FCO-JSI
TLS;RAK;975;TLS-RAK
YYZ;CNF;4908;YYZ-CNF
CDG;ETH;2168;CDG-ETH
MCO;PUJ;1071;MCO-PUJ
COO;PNR;1012;COO-PNR
CMN;SVO;2635;CMN-SVO
VIE;RTM;598;VIE-RTM
TPA;ROC;1080;TPA-ROC
SFO;LHR;5368;SFO-LHR
PMI;LBA;1010;PMI-LBA
TLV;OSL;2230;TLV-OSL
GRU;PBC;4565;GRU-PBC
CXJ;FEN;2139;CXJ-FEN
CXJ;BVH;1275;CXJ-BVH
NAN;WLG;1637;NAN-WLG
BOI;LIR;2921;BOI-LIR
DAV;SFO;3203;DAV-SFO
EWR;PNS;1015;EWR-PNS
ADD;CTU;4433;ADD-CTU
DOH;YUL;6462;DOH-YUL
YPX;YGL;442;YPX-YGL
YCY;YIO;259;YCY-YIO
LAS;BHM;1614;LAS-BHM
BCN;JTR;1302;BCN-JTR
BSL;ZRH;49;BSL-ZRH
UMU;BRA;976;UMU-BRA
BGY;CTA;631;BGY-CTA
ANU;SKB;53;ANU-SKB
GRU;BUE;1055;GRU-BUE
SZB;KTE;157;SZB-KTE
IPN;RIA;997;IPN-RIA
PIT;YUL;474;PIT-YUL
GEO;CLO;1266;GEO-CLO
SYX;XIY;1132;SYX-XIY
OAG;BHS;30;OAG-BHS
CLV;MAB;855;CLV-MAB
BJX;DFW;888;BJX-DFW
KUL;DME;5052;KUL-DME
LAX;STL;1588;LAX-STL
JSI;FCO;619;JSI-FCO
JDO;ROO;1228;JDO-ROO
JTC;OPS;830;JTC-OPS
CPV;NAT;110;CPV-NAT
PUJ;MCO;1071;PUJ-MCO
PNR;COO;1012;PNR-COO
SVO;CMN;2635;SVO-CMN
BKI;CGK;1055;BKI-CGK
PZI;SZX;810;PZI-SZX
BPG;LDB;522;BPG-LDB
POJ;SDU;363;POJ-SDU
CGB;DIQ;803;CGB-DIQ
PBC;GRU;4565;PBC-GRU
FEN;CXJ;2139;FEN-CXJ
ATM;PET;1967;ATM-PET
WLG;NAN;1637;WLG-NAN
LIR;BOI;2921;LIR-BOI
SFO;DAV;3203;SFO-DAV
PNS;EWR;1015;PNS-EWR
CTU;ADD;4433;CTU-ADD
YUL;DOH;6462;YUL-DOH
SNU;YWG;2112;SNU-YWG
YIO;YCY;259;YIO-YCY
ADQ;ALZ;88;ADQ-ALZ
JTR;BCN;1302;JTR-BCN
ZRH;BSL;49;ZRH-BSL
EZE;PET;418;EZE-PET
CTA;BGY;631;CTA-BGY
SKB;ANU;53;SKB-ANU
FRA;RUH;2665;FRA-RUH
SFO;XNA;1545;SFO-XNA
RIA;IPN;997;RIA-IPN
YUL;PIT;474;YUL-PIT
KMG;KTM;1091;KMG-KTM
XIY;SYX;1132;XIY-SYX
DXB;KIX;4721;DXB-KIX
MAB;CLV;855;MAB-CLV
DFW;BJX;888;DFW-BJX
EWR;NCL;3334;EWR-NCL
STL;LAX;1588;STL-LAX
AYQ;PER;1023;AYQ-PER
ROO;JDO;1228;ROO-JDO
OPS;JTC;830;OPS-JTC
NAT;CPV;110;NAT-CPV
PTO;URG;363;PTO-URG
NKG;PEK;589;NKG-PEK
GRU;AEX;4847;GRU-AEX
CGK;BKI;1055;CGK-BKI
SZX;PZI;810;SZX-PZI
LDB;BPG;522;LDB-BPG
SDU;POJ;363;SDU-POJ
DIQ;CGB;803;DIQ-CGB
MVF;UDI;1198;MVF-UDI
NVT;PGZ;149;NVT-PGZ
PET;ATM;1967;PET-ATM
ADD;CKY;3575;ADD-CKY
IST;PAR;1397;IST-PAR
GDL;POS;2871;GDL-POS
EMA;MLA;1405;EMA-MLA
OAI;OAZ;361;OAI-OAZ
CAW;MCP;1637;CAW-MCP
YWG;SNU;2112;YWG-SNU
MHP;VKO;407;MHP-VKO
ALZ;ADQ;88;ALZ-ADQ
CWB;GDL;4821;CWB-GDL
MCZ;VAL;340;MCZ-VAL
PET;EZE;418;PET-EZE
BOS;STT;1697;BOS-STT
AMS;BLQ;614;AMS-BLQ
RUH;FRA;2665;RUH-FRA
XNA;SFO;1545;XNA-SFO
LAX;MIA;2342;LAX-MIA
LTN;PMI;865;LTN-PMI
KTM;KMG;1091;KTM-KMG
IPN;POJ;267;IPN-POJ
KIX;DXB;4721;KIX-DXB
FRA;SCQ;946;FRA-SCQ
ARH;SVO;602;ARH-SVO
NCL;EWR;3334;NCL-EWR
AYT;IST;295;AYT-IST
PER;AYQ;1023;PER-AYQ
LZC;ACA;184;LZC-ACA
DIQ;THE;1054;DIQ-THE
ADD;NIM;2502;ADD-NIM
URG;PTO;363;URG-PTO
PEK;NKG;589;PEK-NKG
PAV;VDC;416;PAV-VDC
CGN;LEJ;224;CGN-LEJ
BJM;NBO;542;BJM-NBO
CGQ;PUS;632;CGQ-PUS
LUX;OPO;923;LUX-OPO
ATL;CRW;363;ATL-CRW
UDI;MVF;1198;UDI-MVF
PGZ;NVT;149;PGZ-NVT
KEF;YVR;3544;KEF-YVR
CKY;ADD;3575;CKY-ADD
PAR;IST;1397;PAR-IST
POS;GDL;2871;POS-GDL
MLA;EMA;1405;MLA-EMA
OAZ;OAI;361;OAZ-OAI
MCP;CAW;1637;MCP-CAW
BJL;MLW;632;BJL-MLW
VKO;MHP;407;VKO-MHP
CUC;VLN;349;CUC-VLN
BKK;FCO;5499;BKK-FCO
VAL;MCZ;340;VAL-MCZ
BFS;MAN;184;BFS-MAN
STT;BOS;1697;STT-BOS
BLQ;AMS;614;BLQ-AMS
BOM;PBD;273;BOM-PBD
BHK;NVI;44;BHK-NVI
MIA;LAX;2342;MIA-LAX
PMI;LTN;865;PMI-LTN
MSP;SXM;2537;MSP-SXM
POJ;IPN;267;POJ-IPN
FLN;IGU;393;FLN-IGU
SCQ;FRA;946;SCQ-FRA
SVO;ARH;602;SVO-ARH
BGX;UBA;916;BGX-UBA
IST;AYT;295;IST-AYT
MZH;SAW;325;MZH-SAW
ADA;VAN;451;ADA-VAN
THE;DIQ;1054;THE-DIQ
NIM;ADD;2502;NIM-ADD
ELP;UIO;2860;ELP-UIO
ALB;FLL;1204;ALB-FLL
VDC;PAV;416;VDC-PAV
LEJ;CGN;224;LEJ-CGN
NBO;BJM;542;NBO-BJM
PUS;CGQ;632;PUS-CGQ
OPO;LUX;923;OPO-LUX
CRW;ATL;363;CRW-ATL
IST;SEB;1272;IST-SEB
KJA;SKD;1625;KJA-SKD
YVR;KEF;3544;YVR-KEF
IBR;OKA;1021;IBR-OKA
MAN;TLV;2350;MAN-TLV
YUL;MSY;1394;YUL-MSY
MAR;SDQ;559;MAR-SDQ
HGH;NRT;1206;HGH-NRT
MEX;PDS;639;MEX-PDS
MLW;BJL;632;MLW-BJL
HND;TTJ;328;HND-TTJ
VLN;CUC;349;VLN-CUC
FCO;BKK;5499;FCO-BKK
FDF;MIA;1467;FDF-MIA
MAN;BFS;184;MAN-BFS
DEN;PIR;385;DEN-PIR
AMS;PFO;1820;AMS-PFO
PBD;BOM;273;PBD-BOM
EDI;MJV;1261;EDI-MJV
KJA;NSK;924;KJA-NSK
ICN;SHM;566;ICN-SHM
HEA;ISB;626;HEA-ISB
DXB;SGN;3498;DXB-SGN
IGU;FLN;393;IGU-FLN
BEG;RHO;709;BEG-RHO
JED;SUB;5373;JED-SUB
UBA;BGX;916;UBA-BGX
LPA;VIE;2200;LPA-VIE
SAW;MZH;325;SAW-MZH
VAN;ADA;451;VAN-ADA
LHW;NNG;988;LHW-NNG
CWB;VDC;912;CWB-VDC
UIO;ELP;2860;UIO-ELP
FLL;ALB;1204;FLL-ALB
BER;SKG;944;BER-SKG
ROS;THE;2246;ROS-THE
EMA;PFO;2064;EMA-PFO
MEM;TPA;656;MEM-TPA
DAV;MDZ;2974;DAV-MDZ
GYE;PVR;2329;GYE-PVR
SEB;IST;1272;SEB-IST
SKD;KJA;1625;SKD-KJA
LGG;TLV;1973;LGG-TLV
OKA;IBR;1021;OKA-IBR
TLV;MAN;2350;TLV-MAN
BVH;XAP;1108;BVH-XAP
SDQ;MAR;559;SDQ-MAR
NRT;HGH;1206;NRT-HGH
PDS;MEX;639;PDS-MEX
JUV;TQA;7793;JUV-TQA
TTJ;HND;328;TTJ-HND
JAI;SHJ;1261;JAI-SHJ
DCA;STL;717;DCA-STL
MIA;FDF;1467;MIA-FDF
RDU;SFO;2400;RDU-SFO
PIR;DEN;385;PIR-DEN
PFO;AMS;1820;PFO-AMS
GEG;LAX;945;GEG-LAX
MJV;EDI;1261;MJV-EDI
NSK;KJA;924;NSK-KJA
SHM;ICN;566;SHM-ICN
ISB;HEA;626;ISB-HEA
SGN;DXB;3498;SGN-DXB
MAR;SXM;774;MAR-SXM
RHO;BEG;709;RHO-BEG
SUB;JED;0;SUB-JED
BOS;ORD;867;BOS-ORD
VIE;LPA;2200;VIE-LPA
CKS;REC;1043;CKS-REC
CUN;MAD;4945;CUN-MAD
NNG;LHW;988;NNG-LHW
VDC;CWB;912;VDC-CWB
MDZ;MGA;3299;MDZ-MGA
FRL;TSR;466;FRL-TSR
SKG;BER;944;SKG-BER
THE;ROS;2246;THE-ROS
PFO;EMA;2064;PFO-EMA
TPA;MEM;656;TPA-MEM
MDZ;DAV;2974;MDZ-DAV
DEL;KDH;703;DEL-KDH
PGZ;VIX;714;PGZ-VIX
CDG;FIH;3768;CDG-FIH
TLV;LGG;1973;TLV-LGG
BWI;SFO;2457;BWI-SFO
FEN;URG;2408;FEN-URG
XAP;BVH;1108;XAP-BVH
BUD;DTM;592;BUD-DTM
CSX;DSN;807;CSX-DSN
SMK;WBB;8;SMK-WBB
TQA;JUV;7793;TQA-JUV
MAH;OSL;1436;MAH-OSL
SHJ;JAI;1261;SHJ-JAI
STL;DCA;717;STL-DCA
GBD;MCK;159;GBD-MCK
SFO;RDU;2400;SFO-RDU
MAN;TUN;1288;MAN-TUN
ANU;JFK;1774;ANU-JFK
LAX;GEG;945;LAX-GEG
DEN;LBL;279;DEN-LBL
BEL;RVD;1149;BEL-RVD
CIX;LAS;3736;CIX-LAS
CUC;UIO;685;CUC-UIO
FYU;KBC;26;FYU-KBC
SXM;MAR;774;SXM-MAR
HAV;LAS;2155;HAV-LAS
ADD;ROB;3373;ADD-ROB
ORD;BOS;867;ORD-BOS
IZA;UDI;375;IZA-UDI
REC;CKS;1043;REC-CKS
MAD;CUN;4945;MAD-CUN
NVT;UDI;553;NVT-UDI
LEC;NAT;614;LEC-NAT
MGA;MDZ;3299;MGA-MDZ
TSR;FRL;466;TSR-FRL
BRC;GRU;1879;BRC-GRU
PUJ;YQB;1953;PUJ-YQB
AVP;IAD;189;AVP-IAD
JJN;KMG;1001;JJN-KMG
BGX;SSA;1648;BGX-SSA
KDH;DEL;703;KDH-DEL
VIX;PGZ;714;VIX-PGZ
FIH;CDG;3768;FIH-CDG
GIG;POJ;354;GIG-POJ
SFO;BWI;2457;SFO-BWI
URG;FEN;2408;URG-FEN
PMG;REC;1703;PMG-REC
DTM;BUD;592;DTM-BUD
DSN;CSX;807;DSN-CSX
WBB;SMK;8;WBB-SMK
BVH;REC;1739;BVH-REC
OSL;MAH;1436;OSL-MAH
EBB;KSE;162;EBB-KSE
BPS;PPB;897;BPS-PPB
MCK;GBD;159;MCK-GBD
FAT;DAV;3047;FAT-DAV
TUN;MAN;1288;TUN-MAN
JFK;ANU;1774;JFK-ANU
AQJ;HRG;183;AQJ-HRG
LBL;DEN;279;LBL-DEN
RVD;BEL;1149;RVD-BEL
LAS;CIX;3736;LAS-CIX
UIO;CUC;685;UIO-CUC
KBC;FYU;26;KBC-FYU
DSM;GYE;3129;DSM-GYE
LAS;HAV;2155;LAS-HAV
ROB;ADD;3373;ROB-ADD
OPS;PDP;1587;OPS-PDP
UDI;IZA;375;UDI-IZA
DJE;LGG;1189;DJE-LGG
CGK;DJB;387;CGK-DJB
UDI;NVT;553;UDI-NVT
NAT;LEC;614;NAT-LEC
ANC;PHX;2547;ANC-PHX
UDI;UMU;472;UDI-UMU
GRU;BRC;1879;GRU-BRC
YQB;PUJ;1953;YQB-PUJ
IAD;AVP;189;IAD-AVP
KMG;JJN;1001;KMG-JJN
SSA;BGX;1648;SSA-BGX
MUC;TFS;2046;MUC-TFS
MJF;OSY;102;MJF-OSY
VRA;YYZ;1423;VRA-YYZ
POJ;GIG;354;POJ-GIG
BOJ;CPH;1127;BOJ-CPH
BAQ;MIA;1091;BAQ-MIA
REC;PMG;1703;REC-PMG
KIV;OTP;213;KIV-OTP
BPG;PFB;856;BPG-PFB
CEB;TPE;1032;CEB-TPE
REC;BVH;1739;REC-BVH
BTS;VKO;991;BTS-VKO
KSE;EBB;162;KSE-EBB
PPB;BPS;897;PPB-BPS
LOH;UIO;292;LOH-UIO
HEH;NYU;124;HEH-NYU
RAO;URG;830;RAO-URG
ADD;TNR;1999;ADD-TNR
HRG;AQJ;183;HRG-AQJ
DME;KSN;1042;DME-KSN
HSN;XMN;453;HSN-XMN
CLO;FLL;1570;CLO-FLL
NDJ;NIM;871;NDJ-NIM
MRS;ZRH;322;MRS-ZRH
GYE;DSM;3129;GYE-DSM
TOW;UMU;66;TOW-UMU
IAD;RDU;224;IAD-RDU
PDP;OPS;1587;PDP-OPS
ARU;XAP;437;ARU-XAP
LGG;DJE;1189;LGG-DJE
DJB;CGK;387;DJB-CGK
FRA;SHJ;3011;FRA-SHJ
SPU;TXL;625;SPU-TXL
PHX;ANC;2547;PHX-ANC
UMU;UDI;472;UMU-UDI
TRC;PUJ;2292;TRC-PUJ
CFK;MRS;539;CFK-MRS
CLV;FOR;1181;CLV-FOR
BJM;EBB;317;BJM-EBB
YYT;YFC;665;YYT-YFC
TFS;MUC;2046;TFS-MUC
OSY;MJF;102;OSY-MJF
YYZ;VRA;1423;YYZ-VRA
HAV;YYZ;1437;HAV-YYZ
CPH;BOJ;1127;CPH-BOJ
MIA;BAQ;1091;MIA-BAQ
CGR;MCZ;1468;CGR-MCZ
OTP;KIV;213;OTP-KIV
PFB;BPG;856;PFB-BPG
TPE;CEB;1032;TPE-CEB
PUS;VVO;575;PUS-VVO
VKO;BTS;991;VKO-BTS
CGR;MAO;1258;CGR-MAO
LED;TLL;193;LED-TLL
UIO;LOH;292;UIO-LOH
NYU;HEH;124;NYU-HEH
URG;RAO;830;URG-RAO
TNR;ADD;1999;TNR-ADD
LED;MXP;1320;LED-MXP
KSN;DME;1042;KSN-DME
XMN;HSN;453;XMN-HSN
FLL;CLO;1570;FLL-CLO
NIM;NDJ;871;NIM-NDJ
ZRH;MRS;322;ZRH-MRS
DXB;NRT;4957;DXB-NRT
UMU;TOW;66;UMU-TOW
RDU;IAD;224;RDU-IAD
AEP;RSA;356;AEP-RSA
XAP;ARU;437;XAP-ARU
AFL;POA;1427;AFL-POA
NTE;TUN;933;NTE-TUN
SHJ;FRA;3011;SHJ-FRA
TXL;SPU;625;TXL-SPU
DXB;MUX;1041;DXB-MUX
BSB;MSY;4232;BSB-MSY
BOG;MEX;1976;BOG-MEX
MRS;CFK;539;MRS-CFK
FOR;CLV;1181;FOR-CLV
EBB;BJM;317;EBB-BJM
BYO;MII;424;BYO-MII
DOU;NAT;1730;DOU-NAT
CPE;CLO;1470;CPE-CLO
BKK;SUB;1667;BKK-SUB
YYZ;HAV;1437;YYZ-HAV
DRS;RHO;1238;DRS-RHO
PHX;STL;1259;PHX-STL
MCZ;CGR;1468;MCZ-CGR
SXB;LCA;1629;SXB-LCA
BUE;CUN;4259;BUE-CUN
IAH;POS;2562;IAH-POS
VVO;PUS;575;VVO-PUS
HND;TAK;354;HND-TAK
MAO;CGR;1258;MAO-CGR
TLL;LED;193;TLL-LED
LGW;SCQ;697;LGW-SCQ
CUL;SJD;181;CUL-SJD
AMS;GRO;724;AMS-GRO
IAD;SDQ;1489;IAD-SDQ
MXP;LED;1320;MXP-LED
KBP;STR;978;KBP-STR
OUL;RVN;114;OUL-RVN
DSM;GUA;1866;DSM-GUA
BVB;MEA;2159;BVB-MEA
BRA;PDP;1696;BRA-PDP
NRT;DXB;4957;NRT-DXB
FRA;TIP;1222;FRA-TIP
COR;VIX;1668;COR-VIX
RSA;AEP;356;RSA-AEP
CGN;STR;177;CGN-STR
POA;AFL;1427;POA-AFL
TUN;NTE;933;TUN-NTE
MAD;OTP;1527;MAD-OTP
BKI;KCH;500;BKI-KCH
MUX;DXB;1041;MUX-DXB
MSY;BSB;4232;MSY-BSB
MEX;BOG;1976;MEX-BOG
AGH;VBY;227;AGH-VBY
DXB;HEL;2819;DXB-HEL
